,Topic,Word,Tweets
1,13,got,"5/ The community immediately got to work on discord and twitter. 

We all started find people different playground pieces through discord. 

Then, it was time to build trust. You had to be sure that the person you were sending your NFT would not rug you."
2,13,got,@agent64209 I got lucky. All I did was take 500k from my trust fund and put 10k into every project from may until June. Now I have 30 million. Sign up for my nft class soon. $300 each lol
3,13,got,"🚨SECOND DROP SOLD OUT IN 12 MINUTES🚨

Thank you everybody ! ❤️❤️

We will do our best to send every Heroes today! 

The process of verification for each sales can take time! 

But as soon as we know who got one, we will inform you on Discord ❤️❤️

Thanks for your trust!"
4,13,got,"Don't sleep on @CyberWaveNFT! For every staked NFT you get a anime pfp airdrop! But don't mind that, the pfp itself is worth the money, and soon the game will start. Want to learn more: https://t.co/yYRWqfUFl6 Not a paid promo, but in all transparency I got 22 ladies! LFG!!! https://t.co/96nzKFVNwe"
0,13,metamask,@Ishaan1x_ @omarionsdomain @kirawontmiss Ratio + bozo + i lost my metamask trust wallet coinbase bitcoin NFT instagram was disabled I need a sugar daddy I need someone to write this essay for me I need someone to make me a pfp and banner my opensea was hacked
1,13,metamask,"@Aldo_Hitchcock @porktendencia Dios, la verdad eso si seria super bueno porque tan pronto pones comentarios como help! i lost my trust in  metamask wallet token key coinbase nft ppt sft tft lcd led need help crypto phrase te aparecen bots como estos"
2,13,metamask,@VlCTORIANCHILD My trust wallet got hacked metamask got hacked I need a sugar daddy Bitcoin stolen NFT scammed coinbase opensea scammer
3,13,metamask,I lost my metamask trust wallet coinbase bitcoin NFT instagram was disabled my opensea was hacked I will pay metamask support help wallet trust wallet support help seed phrase binance support issue stuck not working binance shiba inu trustwallet hacked doge catecoin help?
4,13,metamask,@RukiiiFR NFT sur metamask avec mon trust wallet sur opensean avec coinbase stp? BNB Binance instagram hacked help please i need a logo
0,13,nft,"@NFTethics @Julialikesnfts known all time that Julia is julius, idk what's so surprising"
1,13,nft,"Nasty Joker, a #NFT Collection and community united against racism, bullying, and discrimination. Let's make the world colorful.

360 Available 

Grab yours Now 
https://t.co/Z3fCI56Jep

Discord: https://t.co/qLoGSCh9At

#NFTGiveaway #NFTCommunity #NFTprojects #nftcollectors https://t.co/znGV8MQy5j"
2,13,nft,"@metaintro Going full time as co-founder of @takeupspace_nft, helping to coach, mentor &amp; support diverse leaders in web3!!!"
3,13,nft,"@MykesIntoCrypto @ugliesnft and @WorldsWithin_ are the hardest working and most transparent dev teams out there. 

Both teams are doxxed. Both teams and quietly building their products BEFORE hyping them. Rare qualities in utility based NFT scene."
4,13,nft,"@RavencoinAssets Been stacking RVN for about 1year now never even knew it had such a diverse nft community. @DegenSmokers was my first nft and what inspired me to create my own collection, what is based on my own dog ha . Now that collection is released on justnfts . Crazy tbh"
0,13,trust,I think I trust @BAYC2745 more than the markets right now. To ape my SOL into ETH so I can load up on more @psychedelic_nft or not is the question.
1,13,trust,"First, what is it?  @nfteams_ is not your typical 10k pfp project.  Every NFT is a franchise.  Each month, teams will enter a fantasy football type tournament to earn prizes.  The project is young, but looks promising &amp; I trust @day25 will continue to build a great product."
2,13,trust,"The golden circle of trust 💫

#veve #VeVeFam #VeVecollectibles #VEVECommunity #disney #nft https://t.co/4Tunaf28fd"
3,13,trust,@ActuallyIceFire Help my instagram and whatsapp and snapchat and facebook got hacked and locked out i need help with coinbase and metamask and trust wallet i need help with this essay HELP My crypto and nft got hacked and banned metamask
4,13,trust,"Sacrifice finally soldout! 

This is my second drop on my journey in NFT 🌻

Thanks to @DanielKantor_1
for collecting the last two of this pieces!

Also thanks to all collector who trust and support my work 🌻
@qdinhvo 
@Sandytoes2211 
@Pmcc251 
t...sSUpZV

I really appreciate 🌻 https://t.co/NZvCJhHgMK"
0,13,hacked,"need help recovering my hacked Coinbase instagram meta mask and trust wallet account. Please help me...!

Hacked!!!!

My account is compromised. No more nft crypto"
1,13,hacked,"@DRAlNERGF ratio i need help recovering my
hacked
coinbase account
my meta mask trust wallet hacked
my discord account hacked please
help
me
; need graphic designer
crypto
nft
eth wallet hacked
i need a sugar daddy
radiohead
shoegaze
i got scammed on opensea
i need someone to write an essay"
2,13,hacked,sent my crypto to the wrong coinbase got hacked on instagram need help writing this essay trust wallet my account got disabled of metamask for help Bitcoin Exchange any trust wallet support or binance? need a sugar daddy to write my essay shill your unsold #NFT drop me crypto
3,13,hacked,@sadimg_ Ratio + My trust wallet got hacked metamask got hacked I need a sugar daddy Bitcoin stolen NFT scammed my coinbase is hacked I need shrooms I want this on a tshirt
4,13,hacked,@bandito_corpse Imagine getting ratio’d by an account with 39 followers + I lost my password hacked metamask trust wallet need someone to write my essay I NEED A SUGAR DADDY NFT
0,13,wallet,@OculusVision Don't trust opensea at all. My very first nft I purchased was fake and disappeared out of my wallet after a week.  Thank goodness it was only 40bucks and my first nft wallet. Never looked back and have been getting my nfts on @MagicEden_NFT #SolanaNFTs
1,13,wallet,"More people in the #NFT space is a great thing, but extremely high gas will now be the norm and not the exception. 

The waitlist for @Coinbase_NFT alone is 10x OS wallets.

Time has come to ensure you're in projects you trust for long-term value. https://t.co/AMvpAwo4bQ"
2,13,wallet,"I would like to do a trust social experiment with a few of my fellow Collab by @nft_null holders. Since I am the 11th dot on Collab, I would like to see if we can have Collab sent to the first 10 Collab dots in order. I am going to trust these first 10 wallet dots not to steal it"
3,13,wallet,@YaBoyGioo @AyeAyeRonIfykyk @lildurk ratio (nft coinbase i need a sugar daddy i need a sugar mommy virus metamask trust wallet)
4,13,wallet,@NotVurtz @Goujywyd @ilyquiss metamask trust wallet hacked recovery dm me instagram suspended tiktok banned permanent ban crypto giveaway nft giveaway #nft #crypto #giveaway need twitch sub badges and emotes
0,13,need,i cant believe this dire situation!!! my trust wallet got hacked. I also need this homework assignment done ASAP!!! I need a logo designer for this business. I need twitch emotes (paid). Which NFTS should i buy? #NFT #NFTCommunity
1,13,need,"Kidcity Workshop is now LIVE!
▶️ https://t.co/rBDQzO0w65

This first version provides the basic tools you need to get your Kiddies in 4K, on transparent background or without border! 💾

These are only the first layers of our tool, the funniest parts are still to come! 🧒

#NFT https://t.co/Xz6FflOBtk"
2,13,need,@cantfungthis @greatmando_nft @pixelvault_ Haven’t decided yet. Projects do need some revenue to attract and retain top talent you know. It will be an open and transparent consultation. Royalty revenue is pretty low impact. What I can commit now fully is zero cost mints in terms of asking for ETH from people.
3,13,need,Trust wallet has been hacked metamask got hacked I need a sugar daddy my coinbase account got hacked NFT stolen scammed Bitcoin
4,13,need,"Don’t Trust, Verify.

NFT &amp; web3 promoters use deceptive marketing tactics.

Go verify for yourself.

The only places where “NFT” flipped “Bitcoin” is Japan.

In places like Nigeria where they don’t have monetary privilege, nobody cares about NFTs, they need #bitcoin &amp; it shows. https://t.co/hyLTHFY0gu"
