,Word,Tweets
4,support,"@nftChanelle @TheRoyalsNFT @HouseofFirst @womenintechnft @MetaWomenNFT2 @meta_angels @WomenTribe_nfts @NotDolls_nft @PowerOfWomenNFT @lostgirls_nft Us! 👋🏽 We’re on a mission to onboard the next 10,000 queer POC into web3! 

Our Changemaker NFT is a membership pass to diverse leaders training, webinars, workshops, coaching, mentoring &amp; peer-to-peer funding for the community💪🏽

Help support a social-impact project today! https://t.co/d1REZgK13Z"
0,trust,"2/ We contacted that person and yes. First 0.3 ETH was paid to become part of an ""alpha group"" and then an NFT had to be transferred to whitelist the address in the Discord. All complete lies of course, abusing the trust of new members of the NFT community. https://t.co/9GpMQ4PRdc"
1,trust,"❓❓❓ How does TrustVibes app work?

Blockchain is becoming widely used technology for systems that require trust, and #TrustVibes applies it. So it issued Trust token, which allows creators to generate revenue in TrustVibes in multiple ways.

 #NFT #Artist #Creators #Socialapp https://t.co/F1dgjxjjq7"
2,trust,In @Gfunkera86 we trust 🙏🏼
3,trust,"5. Undeniably, the artwork of the avatar drop has been one of the “coolest” and most unique to date. Many compared BAYC to Supreme, but I think Azuki to Supreme is a much better comparison. Finally, “trust the process” implies the team knows what they’re doing."
4,trust,"@jucamunga @shakkablood @HPPRSNFT You’re right, we’re all learning. It’s good to reflect on it all as we go and I appreciate the discussion! Even presale spots from other communities can feel risky as it’s almost completely utilising the trust already built in one community for something that isn’t established."
0,thank,"A big thank you to the new owner of this 1/1 NFT I need coffee and space listed in the DIVERSE METAVERSE collection... 🙏🌛 again, no social media links so cant thank you personally YET! 👽

#WomeninNFTs #alien  #NFTs #NFTCommunity  #opensea #WomeninNFT #spacenft https://t.co/yAE7imOjVB"
1,thank,"❓❓❓ What problems does TrustVibes solve? 

✔ Creators do not receive fair rewards for work. 
✔ Distribution of rewards for authors is not transparent. 
✔ NFT is a great opportunity, thanks to transparency of blockchain, to record your work in blockchain and get income. https://t.co/9W1GwBla9X"
2,thank,"❓❓❓ What problems does TrustVibes solve? 

✔ Creators do not receive fair rewards for work. 
✔ Distribution of rewards for authors is not transparent. 
✔ NFT is a great opportunity, thanks to transparency of blockchain, to record your work in blockchain and get income. https://t.co/9W1GwBla9X"
3,thank,"❓❓❓ What problems does TrustVibes solve? 

✔ Creators do not receive fair rewards for work. 
✔ Distribution of rewards for authors is not transparent. 
✔ NFT is a great opportunity, thanks to transparency of blockchain, to record your work in blockchain and get income. https://t.co/9W1GwBla9X"
4,thank,"@DataNFT_ Correct! And special thanks for the last words. I aim to bring vis/invisible disability into the equity and diversity agenda. It's a triple work. We have to overcome the stigma of a charitable cause, understand that it's not only about representation but accessibility &amp; inclusion"
