,Word,Tweets
0,join,"GM #NFT Fam! 🌞🦕
Here's hoping you have a RAWRsome day, today!
Don't forget to join our story and ADOPT a PixelSaur! We have over 400+ diverse designs, which also embrace disability, mental health issues &amp; phobias! 💚
#NFTs #NFTCommunity #Goodnight
➡️ https://t.co/jk61Iz2J3u https://t.co/vDqHzYrV5z"
1,join,"We woke up to 109 Changemakers joining our mission to educate, inspire &amp; create the next generation of diverse leaders✊🏽🌈

So many inspiring people that share our vision &amp; values. 

Let’s Take Up Space - together! 👩🏽‍🎤💫

#queerNFT #womeninNFT #BlackNFT #diversityinweb3 https://t.co/7zmRWObgBS"
2,join,@NFTherder @hypebearsclub @cryptocom @binance We simply wanted to make people aware of this fact. We have noticed lots of new people joining this space that are very naive. It is not uncommon for the funds to be distributed to non-anon accounts or accounts with a history. As said - we look forward to seeing what happens.
3,join,"We woke up to 109 Changemakers joining our mission to educate, inspire &amp; create the next generation of diverse leaders✊🏽🌈

So many inspiring people that share our vision &amp; values. 

Let’s Take Up Space - together! 👩🏽‍🎤💫

#queerNFT #womeninNFT #BlackNFT #diversityinweb3 https://t.co/7zmRWObgBS"
4,join,"Have you joined the PixelSaurus family yet?

💥 Family friendly project!
💥 Safe &amp; secure minting!
💥 Innovative Utility!
💥 Non-generative art!
💥 Individual backstories for each #NFT!
💥 Diverse &amp; inclusive!
💥 VERIFIED #OpenSea account!

Mint Here:👇
🔗 https://t.co/MhGyUSfkpv https://t.co/jwM1EkTlEG"
0,community,"@PeNatalie Hi! We’re Take Up Space, a global collective that helps to unlock your inner Changemaker. 

At 0.08ETH, a Changemaker NFT is a lifetime membership to curriculum-based leadership training, mentors &amp; the most diverse &amp; inclusive community in web3. 10% of mint goes to BIPOC LGBTQ🏳️‍🌈 https://t.co/naffeCAEyi"
1,community,"12/ The Azuki core values could in some way not be more ironic: community first (only not the ones that were rugged), dope sh*t only (only not the copypastas that served as “learning experiences”) and trust the process (don’t ask any questions, but “trust us”). https://t.co/NUc96VO0bN"
2,community,"8/ Discord channels and any future minting will be based on a particular TRUSTH threshold, so if your score is too low, you are basically not part of the community and won’t be eligible for any of the perks that people with a score above the threshold will have."
3,community,"8/ Discord channels and any future minting will be based on a particular TRUSTH threshold, so if your score is too low, you are basically not part of the community and won’t be eligible for any of the perks that people with a score above the threshold will have."
4,community,"1/1 NFT DROP: Eye need space 👽

sometimes it's good to just switch off the world and take some time to recharge 👽

1/1 listed in the DIVERSE METAVERSE https://t.co/6SvJndXHxR

#WomenInNFTs  #NFTdrop #nftcommunity #NFTs https://t.co/vB4xkH18O1"
0,diverse,"GM Changemakers! ✨

We woke up to mentor applications &amp; folks wanting to contribute to our mission of creating more diverse leaders! 

So grateful for @RugRadio, @flynnkristina and @jessesoleil for sharing their platform &amp; connecting us with our people! 🤝

Let’s #TakeUpSpace https://t.co/gdQnOb7J7g"
1,diverse,"Want to onboard underrepresented folks into web3? Here’s your chance. 

TUS + small diverse led NFT projects have all donated $100 to raise funds for Ke, a queer Black artist needing an iPad &amp; Apple Pencil to create NFTs.

Are you with us?
@MyBFF
@90sbabesnft
@HoneyBadgesNFT"
2,diverse,"And just like that, gas fees went back up. 😶

EXCEPT on the PixelSaurus Tri minting page, which has a super gas-saver contract! 😀

Come and be part of a fun, diverse and inclusive world!

Mint YOUR PixeSaurs👇
🔗 https://t.co/MhGyUSfkpv

#nft #nfts #nftcommunity #openseaNFT https://t.co/kO1mQonIKX"
3,diverse,"We’re doing onboarding different. 

Our Mentorship Program matches mentees to diverse leaders in web3.

And, we’re creating a FREE onboarding course that breaks down web3 &amp; NFTs and makes crypto less cryptic. 

Bc accessible education 🤝 empowered individuals = a diverse #web3."
4,diverse,"GM to 1900 Changemakers!

We appreciate every single one of y’all. Together, we build a future where diverse leaders can create real change for our communities💪🏽

Love your favourite queer, non-binary founders and our dog, Lonzo💖 https://t.co/DfuUcSKycF"
